Data,Label
"Courant Number mean: 0.0163613 max: 1.00448Interface Courant Number mean: 0.00015773 max: 0.241142deltaT = 0.000254916Time = 0.00156593PIMPLE: iteration 1smoothSolver:  Solving for alpha.liquid, Initial residual = 0.00160927, Final residual = 2.5586e-10, No Iterations 2Phase-1 volume fraction = 0.0170806  Min(alpha.liquid) = -3.07529e-07  Max(alpha.liquid) = 0.999998MULES: Correcting alpha.liquidMULES: Correcting alpha.liquidPhase-1 volume fraction = 0.0170806  Min(alpha.liquid) = -9.82735e-06  Max(alpha.liquid) = 0.999998DILUPBiCG:  Solving for Ux, Initial residual = 0.0904852, Final residual = 4.99181e-06, No Iterations 1DILUPBiCG:  Solving for Uy, Initial residual = 0.0925329, Final residual = 3.61106e-06, No Iterations 1DILUPBiCG:  Solving for Uz, Initial residual = 0.0942319, Final residual = 3.21896e-06, No Iterations 1GAMG:  Solving for p_rgh, Initial residual = 0.0101787, Final residual = 6.88573e-05, No Iterations 3time step continuity errors : sum local = 1.45928e-06, global = 5.03199e-07, cumulative = -5.27753e-05GAMG:  Solving for p_rgh, Initial residual = 0.00605928, Final residual = 6.59131e-09, No Iterations 13time step continuity errors : sum local = 1.35045e-10, global = 3.61413e-11, cumulative = -5.27753e-05ExecutionTime = 4.69 s  ClockTime = 5 sCourant Number mean: 0.0161746 max: 2.52635Interface Courant Number mean: 0.000154353 max: 0.657568deltaT = 0.000100695Time = 0.00166663PIMPLE: iteration 1smoothSolver:  Solving for alpha.liquid, Initial residual = 1.21772e-06, Final residual = 6.95791e-10, No Iterations 2Phase-1 volume fraction = 0.0169872  Min(alpha.liquid) = -1.56426e-07  Max(alpha.liquid) = 0.999998MULES: Correcting alpha.liquidMULES: Correcting alpha.liquidPhase-1 volume fraction = 0.0169872  Min(alpha.liquid) = -1.56426e-07  Max(alpha.liquid) = 0.999998#0  Foam::error::printStack(Foam::Ostream&)                                                         at ??:?#1  Foam::sigFpe::sigHandler(int) at ??:?#2  ?     in ""/home/kvk/OpenFOAM/OpenFOAM-3.0.1/platforms/linuxGccDPInt32Opt/lib/libOpenFOAM.so""#3  Foam::PBiCG::solve(Foam::Field<double>&, Foam::Field<double> const&, unsigned char) const at ??:?#4                  ?     at ??:?#5  ? at ??:?#6  ? at ??:?#7      ? at ??:?#8  __libc_start_main in ""/lib/i386-linux-gnu/libc.so.6""#9      ? at ??:?/*--------------------------------*- C++ -*----------------------------------*\\| =========                 |                                                 || \\\\      /  F ield         | OpenFOAM: The Open Source CFD Toolbox           ||  \\\\    /   O peration     | Version:  2.3.0                                 ||   \\\\  /    A nd           | Web:      www.OpenFOAM.org                      ||    \\\\/     M anipulation  |                                                 |\\*---------------------------------------------------------------------------*/FoamFile{    version     2.0;    format      ascii;    class       dictionary;    location    ""system"";    object      fvSolution;}// * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * //solvers{    ""alpha.liquid.*""    {        nAlphaCorr      2;        nAlphaSubCycles 1;        cAlpha          1;        MULESCorr       yes;        nLimiterIter    3;        solver          smoothSolver;        smoother        symGaussSeidel;        tolerance       1e-8;        relTol          0;    }    pcorr    {        solver          PCG;        preconditioner  DIC;        tolerance       1e-5;        relTol          0;    }    p_rgh    {    solver           GAMG;    tolerance        1e-8;    relTol           0.01;    smoother         GaussSeidel;    cacheAgglomeration true;    nCellsInCoarsestLevel 10;    agglomerator     faceAreaPair;    mergeLevels      1;    }    p_rghFinal    {        $p_rgh;        relTol          0;    }    ""(U|k|epsilon).*""    {        solver          PBiCG;        preconditioner  DILU;        tolerance       1e-5;        relTol          0;    }}PIMPLE{    momentumPredictor   yes;    nOuterCorrectors    1;    nCorrectors         2;    nNonOrthogonalCorrectors 0;}relaxationFactors{    equations    {        "".*""                1;    }}// ************************************************************************* //",Not Spam
"Hi friends,I would like plot the function sin(x)/x. Of course for x=0 you get in the denominator a problem, but sin(x)/x get 1 for x=0. How can we manage this problem?Thanks for help.Rudi",Not Spam
Sir I have installed esim in windows8. I am not able to get Ac voltage source in power under component list. ,Not Spam
"--> FOAM FATAL IO ERROR: keyword RAS is undefined in dictionary ""/home/kvk/Desktop/Hydraulicjump/constant/turbulenceProperties""file: /home/kvk/Desktop/Hydraulicjump/constant/turbulenceProperties from line 19 to line 19.    From function dictionary::subDict(const word& keyword)    in file db/dictionary/dictionary.C at line 666.FOAM exiting/*--------------------------------*- C++ -*----------------------------------*\\| =========                 |                                                 || \\\\      /  F ield         | OpenFOAM: The Open Source CFD Toolbox           ||  \\\\    /   O peration     | Version:  2.3.1                                 ||   \\\\  /    A nd           | Web:      www.OpenFOAM.org                      ||    \\\\/     M anipulation  |                                                 |\\*---------------------------------------------------------------------------*//*  Windows port by Atizar Ltd                                               *\\\\*---------------------------------------------------------------------------*/FoamFile{    version     2.0;    format      ascii;    class       dictionary;    location    ""constant"";    object      turbulenceProperties;}// * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * //simulationType    RAS;// ************************************************************************* ///*--------------------------------*- C++ -*----------------------------------*\\| =========                 |                                                 || \\\\      /  F ield         | OpenFOAM: The Open Source CFD Toolbox           ||  \\\\    /   O peration     | Version:  2.3.1                                 ||   \\\\  /    A nd           | Web:      www.OpenFOAM.org                      ||    \\\\/     M anipulation  |                                                 |\\*---------------------------------------------------------------------------*//*  Windows port by Atizar Ltd                                               *\\\\*---------------------------------------------------------------------------*/FoamFile{    version    2.0;    class    dictionary;    format    ascii;    location    ""constant"";    object    RASProperties;}// * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * //printCoeffs    on;RAS    kEpsilon   ; turbulence    on;Please tell me how to over come the error.",Not Spam
Bonjour1_Installation eSim sur Windows 8.12_Cr\xe9ation d'un nouveau subcircuit. Nom \xe9crit dans la boite de dialogue: Essai. Apr\xe8s validation le message d'erreur suivant apparait: The subcircuit name should no contain space between them. Pouvez_vous m'indiquer o\xfb est l'erreur s'il vous plait? Merci.,Not Spam
Bonjour1_Installation eSim sur Windows 8.12_Cr\xe9ation d'un nouveau subcircuit. Nom \xe9crit dans la boite de dialogue: Essai. Apr\xe8s validation le message d'erreur suivant apparait: The subcircuit name should no contain space between them. Pouvez_vous m'indiquer o\xfb est l'erreur s'il vous plait? Merci.,Not Spam
"Sir I was designing DC Power supply. But while converting ki to ng it is giving error "" unknown model 7805""",Not Spam
"Hi,The diode component from eSim_Devices Eeschema library have changed pin numbers in comparison to kicad Device lib.The diode draw cathode is named as K and his pin number is 2, while diode anode is named as A and have pin number 1. In the KiCad Device Lib K is numbered as 1 and A as 2. Also the draw is Y mirrored.This may not seems to be a problem because you would use eSim devices to simulate a circuit only. But KiCad has a problem with duplicated names in different libs. In my case, I had used an already prepared hierarchical sheet in a new board which the components should be updated. KiCad assimilate my diodes to eSim_Devices  D and all the footprints in my board (which use KiCad lib diode numeration) went reversed.I think that ngspice use pin 1 as anode and pin 2 as cathode, so simply invert the component pins would not be possible, and also the diodes should be named as D.What can we do? Maybe it can be solve in kicad to ngspice converter?",Not Spam
"Hi!AC:Making ac simulation of simple source-R-C-gnd serial circuit on eSim i always get flat curve at 0v. Ngspice return, plot of Vsource(?!) and Vc, wich are both zero ...Why is v source zero?I tried with ac, sine and other sources, always the same.DC:If i add resistor R2 in paralel with C, then i get correct values for input Vs and output VR2,  for the case of sweep of value of R2.With that resistor in paralel with C, for ac analisis Vc and Vs are again zero.TRANSIENT:Second nag is that making transient simulation i get already from ngspice one dimensiolal graf, values have extension only in y directon.For all specified cases I have no error mesages from ngspice.ThanksMatjaz",Not Spam
"Hallo zusammen\r\n\r\nich habe in scilab eine fft gemacht und m\xf6chte sie in einem contourf 3d \r\nplot plotten. als x-Achse soll die Anzahl der Flaschen pro h aufgetragen \r\nwerden, die bei 2500 st\xfcck pro h liegt. Als y Achse soll die Frequenz \r\naus der fft aufgetragen werden und in z Richtung sollen die absolut \r\nwerte aus der fft aufgetragen werden.\r\n\r\num das Projekt vll besser zu verstehen wollte ich noch beif\xfcgen, dass es \r\nsich um eine Flaschentransportmaschine handelt bei der eine \r\nSchwingungsmessung gemacht wird und der komplette Drehzahl Bereich \r\ndurchgefahren wird.\r\n\r\nleider habe ich keine Ahnung wie ich dort rangehen soll.\r\n\r\nfunction z=peaks(x, y)\r\nx1=x(:).*.ones(1,size(y,'*'));\r\ny1=y(:)'.*.ones(size(x,'*'),1);\r\nz =  (3*(1-x1).^2).*exp(-(x1.^2) - (y1+1).^2) ...\r\n   - 10*(x1/5 - x1.^3 - y1.^5).*exp(-x1.^2-y1.^2) ...\r\n   - 1/3*exp(-(x1+1).^2 - y1.^2)\r\nendfunction\r\n\r\nfunction z=peakit()\r\nx=-4:0.1:4;y=x;z=peaks(x,y);\r\nendfunction\r\n\r\nz=peakit();\r\n\r\nlevels=[-6:-1,-logspace(-5,0,10),logspace(-5,0,10),1:8];\r\nm=size(levels,'*');\r\nn = fix(3/8*m);\r\nr = [(1:n)'/n; ones(m-n,1)];\r\ng = [zeros(n,1); (1:n)'/n; ones(m-2*n,1)];\r\nb = [zeros(2*n,1); (1:m-2*n)'/(m-2*n)];\r\nh = [r g b];\r\nxset('colormap',h);\r\nxset('fpf',' ');\r\nclf();\r\ncontourf([],[],z,[-6:-1,-logspace(-5,0,10),logspace(-5,0,10),1:8],0*ones \r\n(1,m))\r\n\r\nxset('fpf','');\r\nclf();\r\ncontourf([],[],z,[-6:-1,-logspace(-5,0,10),logspace(-5,0,10),1:8]);\r\n\r\ndas ist der code den ich gefunden habe, leider schaffe ich es nicht die \r\nDaten von meiner fft usw. einzuf\xfcgen.\r\n\r\nf\xfcr eure Hilfe bin ich sehr dankbar.",Not Spam
"Hello,i did a contourf plot, but have decimal numbers at the x-axis and the y-axis. The numbers will be generated by the Programm. My Problem is to get roundet numbers, I will round the numbers to ten ,twenty, thirty and so on.Do i Need a Special code for this?Up to now i have no idea to solve the Problem.Thank you for helping max",Not Spam
How to read a .wav file using wavread function in scilab cloud. (File is stored in my computer.),Not Spam
"I am facing little problem in Creating component hypothetically. Infect I am able to create it but unable to add it to library.
If anyone can kindly help in doing so. 
Also regressing BIP is a problem. If anyone can help or provide tutorial  on the same",Not Spam
"when i select new project & enter the name of project without any space the error message ""The project name should not contain space between them"" is showing,i want to know how can i fix this problem?",Not Spam
"Dear sir/madam;
I have done a simulation problem using Interfoam solver. I want to plot a graph with ""results vs time"" . Please guide me in plotting the graph. ",Not Spam
"Hello,

I am really new to Scilab and have been forced to use it for one and only one university question to graph a two functions
I can graph the first function but when I try to add the second I enter something wrong.
Could someone take a look at my .sce file and help point me in the right direction?

clear, clf
// Define your variables
t1 =[0:0.01:100];
y1=25+75 ./(1+exp((t1-50)/10));
t2=[0:0.01:100];
y2 = -10 log((75/t2-25) . -1) + 50;
// Use the logflag option to define logarithmic or normal axis
// n for normal, l for logarithmic.
plot(t1,y1,t2,y2).
// Use xgrid to add a grid on your current figure
xgrid;

thanks

Dan",Not Spam
"Downloaded monoFramework-MK-…pkg package and installed it.

Then, I downloaded DWSIM_SRC_V36..zip and unzipped it.

But, I can’t find mono DWSIM.exe to run DWSIM.

Need suggestions on how to use DWSIM on mac air.",Not Spam
"function D = f(v)
    D = (1 ./k^2 .* g)(W .*(W-B).*log(1 + (k .*v)./(W - B)) - W .*k .*v);
endfunction;

B = 470;
k = 0.08;
g = 32;
W = 527;
disp(""hi"");

function[] = grafico(ini, fim)
intervalo = fim-ini; // intervalo de a até b
intervalo = intervalo / 100; // dividir o intervalo em 100 partes iguais
while(ini < fim); 
v = ini; 
D = f(v);
ini = ini + intervalo; // a cada iteração, o intervalo é somado ao valor ini
plot(v, D, '.k');
end;
endfunction;

a = 0; //intervalo inicial
b = 0.0001; //intervalo final
ini = a;
fim = b;
grafico(a, b);


I keep receiving an strange error. Can someone help me?",Not Spam
"Dear all,
                  I downloaded the eSim Installer - Windows from http://esim.fossee.in/oownloads. Following the instructions it was successfully installed. When I double click the eSim icon a window is opening, but the tool is not getting opened. What could be the problem?",Not Spam
